map,rank_tier,rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,acs,first_blood_pct,num_matches
Ascent,3,Iron 1,Viper,0.55,8.0,14.6,3.7,66.7,7.2,125,19.4,459
Ascent,3,Iron 1,Sova,0.8,12.2,15.3,5.6,33.3,7.2,194,16.4,459
Ascent,3,Iron 1,Phoenix,0.95,12.0,12.6,4.4,62.5,6.4,197,13.5,408
Ascent,3,Iron 1,Omen,0.56,8.6,15.3,3.1,57.1,5.6,151,13.3,357
Ascent,3,Iron 1,Skye,0.51,6.8,13.3,2.0,50.0,4.8,98,7.3,306
Ascent,3,Iron 1,Brimstone,0.61,8.5,14.0,3.0,50.0,3.2,153,11.8,204
Ascent,3,Iron 1,Cypher,0.97,14.0,14.5,3.0,0.0,1.6,211,14.3,102
Ascent,3,Iron 1,Yoru,0.82,15.5,19.0,3.0,50.0,1.6,184,12.9,102
Ascent,3,Iron 1,Breach,0.83,12.5,15.0,5.5,50.0,1.6,147,4.0,102
Ascent,3,Iron 1,Astra,1.13,17.0,15.0,6.0,0.0,0.8,252,11.8,51
Ascent,4,Iron 2,Sage,0.73,10.8,14.9,4.8,43.5,25.0,165,8.5,1173
Ascent,4,Iron 2,Killjoy,1.24,17.5,14.1,4.5,45.5,12.0,227,7.3,561
Ascent,4,Iron 2,Raze,0.99,14.0,14.1,3.8,50.0,8.7,240,18.8,408
Ascent,4,Iron 2,Jett,0.81,12.4,15.3,4.3,50.0,8.7,191,18.2,408
Ascent,4,Iron 2,Reyna,1.17,17.1,14.7,5.1,42.9,7.6,249,17.5,357
Ascent,4,Iron 2,Sova,0.99,14.2,14.3,4.8,66.7,6.5,204,11.8,306
Ascent,4,Iron 2,Omen,0.82,13.2,16.0,4.7,83.3,6.5,184,20.3,306
Ascent,4,Iron 2,Cypher,0.82,13.6,16.6,4.6,20.0,5.4,189,13.2,255
Ascent,4,Iron 2,Phoenix,1.09,12.0,11.0,4.8,50.0,4.3,236,20.8,204
Ascent,4,Iron 2,Viper,0.88,13.3,15.0,8.3,50.0,4.3,198,13.2,204
Ascent,4,Iron 2,Yoru,0.72,10.8,15.0,3.0,0.0,4.3,163,9.3,204
Ascent,4,Iron 2,Brimstone,0.76,11.3,15.0,5.0,33.3,3.3,164,14.7,153
Ascent,4,Iron 2,Breach,1.56,12.5,8.0,6.5,100.0,2.2,226,16.0,102
Ascent,4,Iron 2,Astra,0.76,13.0,17.0,7.0,0.0,1.1,184,23.1,51
Ascent,5,Iron 3,Sage,0.83,11.6,13.9,4.5,57.4,17.8,172,10.9,3111
Ascent,5,Iron 3,Reyna,1.06,15.7,14.8,4.6,53.3,13.1,240,17.0,2295
Ascent,5,Iron 3,Raze,0.91,13.4,14.7,5.3,47.4,11.1,210,12.9,1938
Ascent,5,Iron 3,Jett,0.94,14.3,15.2,4.0,52.9,9.9,214,21.4,1734
Ascent,5,Iron 3,Sova,0.96,13.0,13.5,5.4,64.3,8.2,185,9.6,1428
Ascent,5,Iron 3,Killjoy,0.97,13.5,13.9,4.4,33.3,7.9,209,7.9,1377
Ascent,5,Iron 3,Omen,0.89,13.6,15.3,5.0,63.6,6.4,187,11.0,1122
Ascent,5,Iron 3,Viper,0.93,13.2,14.2,5.8,44.4,5.2,194,9.7,918
Ascent,5,Iron 3,Phoenix,1.08,15.7,14.4,3.7,55.6,5.2,229,15.2,918
Ascent,5,Iron 3,Skye,1.02,14.7,14.4,4.4,69.2,3.8,203,11.5,663
Ascent,5,Iron 3,Brimstone,0.97,13.3,13.8,7.6,75.0,3.5,194,11.9,612
Ascent,5,Iron 3,Cypher,0.74,9.6,13.0,3.7,60.0,2.9,150,16.7,510
Ascent,5,Iron 3,Yoru,0.93,16.1,17.4,4.1,37.5,2.3,222,18.6,408
Ascent,5,Iron 3,Breach,0.83,12.6,15.1,5.1,28.6,2.0,181,13.6,357
Ascent,5,Iron 3,Astra,0.69,10.0,14.5,6.5,50.0,0.6,176,5.0,102
Ascent,6,Bronze 1,Sage,0.79,11.3,14.3,4.6,49.1,18.7,168,10.1,2703
Ascent,6,Bronze 1,Reyna,0.95,15.0,15.8,5.0,46.7,15.9,216,16.1,2295
Ascent,6,Bronze 1,Jett,1.11,15.2,13.7,3.9,66.7,9.5,230,17.3,1377
Ascent,6,Bronze 1,Killjoy,0.96,13.7,14.2,4.8,46.2,9.2,198,5.9,1326
Ascent,6,Bronze 1,Omen,0.94,13.2,14.0,4.9,59.1,7.8,187,13.1,1122
Ascent,6,Bronze 1,Raze,0.86,13.8,16.0,5.3,28.6,7.4,217,11.8,1071
Ascent,6,Bronze 1,Sova,1.04,15.4,14.8,5.9,44.4,6.4,223,10.8,918
Ascent,6,Bronze 1,Cypher,1.19,15.3,12.9,5.5,66.7,5.3,209,10.0,765
Ascent,6,Bronze 1,Viper,0.93,11.2,12.1,4.1,42.9,4.9,176,12.7,714
Ascent,6,Bronze 1,Phoenix,1.03,15.9,15.5,5.0,70.0,3.5,232,13.2,510
Ascent,6,Bronze 1,Yoru,1.1,16.1,14.7,3.2,50.0,3.5,244,16.1,510
Ascent,6,Bronze 1,Brimstone,0.95,12.7,13.3,7.3,44.4,3.2,187,12.3,459
Ascent,6,Bronze 1,Skye,0.99,15.0,15.1,4.6,57.1,2.5,194,7.6,357
Ascent,6,Bronze 1,Breach,0.58,9.3,16.0,6.0,25.0,1.4,139,21.6,204
Ascent,6,Bronze 1,Astra,1.11,20.0,18.0,5.0,50.0,0.7,225,2.5,102
Ascent,7,Bronze 2,Sage,0.9,12.9,14.3,5.0,50.9,16.5,185,10.7,5916
Ascent,7,Bronze 2,Reyna,1.1,16.8,15.3,4.3,52.1,13.6,247,17.0,4896
Ascent,7,Bronze 2,Killjoy,0.98,13.2,13.5,4.5,51.9,10.9,201,10.7,3927
Ascent,7,Bronze 2,Jett,1.04,15.2,14.6,3.7,50.0,9.7,225,15.1,3468
Ascent,7,Bronze 2,Omen,0.88,13.4,15.3,5.0,46.8,8.8,193,14.1,3162
Ascent,7,Bronze 2,Raze,1.03,15.8,15.3,5.6,45.5,7.8,243,14.3,2805
Ascent,7,Bronze 2,Sova,1.0,14.4,14.4,5.3,48.1,7.4,202,9.1,2652
Ascent,7,Bronze 2,Phoenix,1.01,14.1,14.0,3.4,51.4,5.3,221,19.6,1887
Ascent,7,Bronze 2,Brimstone,1.02,15.2,14.9,7.1,50.0,4.5,216,12.9,1632
Ascent,7,Bronze 2,Skye,1.02,14.8,14.5,4.4,63.0,3.8,209,12.8,1377
Ascent,7,Bronze 2,Viper,0.9,13.6,15.0,5.8,50.0,3.4,197,13.2,1224
Ascent,7,Bronze 2,Cypher,1.0,13.8,13.8,3.5,58.8,2.4,190,12.8,867
Ascent,7,Bronze 2,Yoru,1.0,15.6,15.7,4.3,43.8,2.3,222,18.0,816
Ascent,7,Bronze 2,Breach,0.85,11.3,13.3,4.3,60.0,2.1,172,13.5,765
Ascent,7,Bronze 2,Astra,0.99,14.9,15.1,4.9,40.0,1.4,211,8.7,510
Ascent,8,Bronze 3,Sage,0.94,13.3,14.2,4.6,52.4,16.9,187,11.0,6426
Ascent,8,Bronze 3,Reyna,1.13,16.2,14.3,4.3,52.3,14.9,246,16.6,5661
Ascent,8,Bronze 3,Jett,1.02,16.7,16.4,4.4,58.6,11.6,235,19.6,4437
Ascent,8,Bronze 3,Killjoy,0.99,14.1,14.2,4.5,61.4,9.4,204,12.6,3570
Ascent,8,Bronze 3,Sova,1.0,14.3,14.4,6.4,50.8,8.4,220,12.7,3213
Ascent,8,Bronze 3,Raze,1.06,16.2,15.3,5.7,62.1,7.8,238,16.3,2958
Ascent,8,Bronze 3,Omen,0.98,15.5,15.8,5.3,49.1,7.6,214,11.5,2907
Ascent,8,Bronze 3,Phoenix,1.15,17.4,15.1,4.6,62.8,5.8,238,15.6,2193
Ascent,8,Bronze 3,Brimstone,1.08,15.1,14.0,7.1,66.7,3.6,214,13.5,1377
Ascent,8,Bronze 3,Viper,0.83,12.8,15.5,6.2,33.3,3.6,184,12.4,1377
Ascent,8,Bronze 3,Skye,1.02,14.8,14.4,4.1,64.0,3.3,209,14.6,1275
Ascent,8,Bronze 3,Cypher,0.9,14.1,15.7,4.2,28.6,2.8,194,9.5,1071
Ascent,8,Bronze 3,Breach,1.07,15.2,14.2,5.1,57.1,1.9,219,12.2,714
Ascent,8,Bronze 3,Yoru,1.57,20.7,13.2,4.8,50.0,1.3,319,14.5,510
Ascent,8,Bronze 3,Astra,0.87,13.0,15.0,6.5,62.5,1.1,175,14.4,408
Ascent,9,Silver 1,Sage,0.92,13.2,14.4,4.8,46.9,14.7,190,12.4,9894
Ascent,9,Silver 1,Reyna,1.14,17.5,15.4,4.0,50.5,14.2,249,15.5,9588
Ascent,9,Silver 1,Jett,1.06,16.5,15.5,3.9,51.1,13.6,235,18.2,9180
Ascent,9,Silver 1,Killjoy,1.04,14.2,13.6,4.2,43.5,8.7,212,9.4,5865
Ascent,9,Silver 1,Sova,0.97,13.7,14.2,5.8,50.5,8.4,201,11.8,5661
Ascent,9,Silver 1,Omen,1.0,15.1,15.1,5.4,56.0,8.2,210,12.9,5559
Ascent,9,Silver 1,Raze,0.97,15.2,15.7,5.3,43.9,7.4,232,18.0,4998
Ascent,9,Silver 1,Brimstone,0.94,13.9,14.8,7.2,55.4,4.9,197,10.6,3315
Ascent,9,Silver 1,Phoenix,1.14,16.8,14.8,4.8,62.3,4.6,246,16.7,3111
Ascent,9,Silver 1,Cypher,0.92,13.4,14.6,4.1,47.2,4.0,194,12.8,2703
Ascent,9,Silver 1,Viper,1.04,14.5,14.0,5.3,50.0,3.8,205,12.4,2550
Ascent,9,Silver 1,Breach,0.94,15.1,16.1,5.4,46.9,2.4,210,14.7,1632
Ascent,9,Silver 1,Skye,0.93,13.8,14.8,3.9,48.1,2.0,194,12.9,1377
Ascent,9,Silver 1,Yoru,1.01,15.1,15.0,3.7,65.4,2.0,210,15.5,1326
Ascent,9,Silver 1,Astra,1.08,15.7,14.5,6.4,61.5,1.0,197,14.2,663
Ascent,10,Silver 2,Reyna,1.12,17.5,15.6,4.1,48.3,16.0,253,18.1,6120
Ascent,10,Silver 2,Jett,1.14,17.2,15.0,4.0,49.5,14.3,249,18.3,5457
Ascent,10,Silver 2,Sage,0.92,13.5,14.7,4.8,54.6,13.0,189,12.7,4947
Ascent,10,Silver 2,Killjoy,1.07,14.7,13.7,4.1,51.4,9.3,214,8.8,3570
Ascent,10,Silver 2,Omen,1.02,14.8,14.5,5.7,63.8,9.2,214,13.5,3519
Ascent,10,Silver 2,Raze,1.11,16.8,15.1,5.0,44.4,8.4,247,16.0,3213
Ascent,10,Silver 2,Sova,1.01,14.9,14.8,6.0,45.7,6.1,217,11.1,2346
Ascent,10,Silver 2,Phoenix,1.1,15.9,14.4,3.5,47.8,6.1,235,13.9,2346
Ascent,10,Silver 2,Brimstone,0.87,12.5,14.3,7.0,38.7,4.1,189,11.9,1581
Ascent,10,Silver 2,Viper,1.03,16.4,15.9,7.0,53.6,3.7,220,9.4,1428
Ascent,10,Silver 2,Cypher,0.99,14.8,14.9,4.7,45.5,2.9,200,11.0,1122
Ascent,10,Silver 2,Yoru,1.03,15.7,15.3,3.8,46.2,1.7,215,12.3,663
Ascent,10,Silver 2,Breach,1.12,16.8,15.0,6.5,61.5,1.7,230,11.4,663
Ascent,10,Silver 2,Skye,1.02,16.1,15.8,3.4,41.7,1.6,210,13.0,612
Ascent,10,Silver 2,Astra,0.92,12.6,13.7,4.3,41.7,1.6,205,11.9,612
Ascent,11,Silver 3,Reyna,1.28,18.9,14.7,3.9,60.3,15.0,264,16.4,3978
Ascent,11,Silver 3,Jett,1.13,17.6,15.5,4.0,50.0,14.3,254,17.9,3774
Ascent,11,Silver 3,Sage,0.98,14.5,14.8,4.4,46.8,11.9,197,9.5,3162
Ascent,11,Silver 3,Sova,1.02,14.2,13.9,6.3,47.3,10.6,206,9.3,2805
Ascent,11,Silver 3,Omen,0.98,14.9,15.2,5.7,53.8,10.0,204,13.1,2652
Ascent,11,Silver 3,Killjoy,0.98,13.2,13.5,3.4,50.0,7.3,206,9.5,1938
Ascent,11,Silver 3,Brimstone,0.9,13.7,15.2,7.5,38.7,6.0,205,13.9,1581
Ascent,11,Silver 3,Raze,1.02,14.8,14.5,5.5,53.6,5.4,235,17.1,1428
Ascent,11,Silver 3,Phoenix,0.97,15.7,16.3,5.0,34.8,4.4,228,19.7,1173
Ascent,11,Silver 3,Viper,1.24,16.3,13.2,6.2,70.0,3.9,219,10.5,1020
Ascent,11,Silver 3,Cypher,0.8,12.3,15.3,5.0,38.9,3.5,176,7.2,918
Ascent,11,Silver 3,Skye,0.95,13.4,14.1,4.1,66.7,3.5,198,12.0,918
Ascent,11,Silver 3,Yoru,0.99,16.9,17.0,3.8,50.0,1.9,222,19.5,510
Ascent,11,Silver 3,Breach,0.74,11.3,15.3,5.4,28.6,1.3,185,17.7,357
Ascent,11,Silver 3,Astra,0.8,13.2,16.4,4.6,40.0,1.0,183,10.6,255
Ascent,12,Gold 1,Jett,1.14,18.5,16.2,4.0,56.7,18.3,256,18.9,3060
Ascent,12,Gold 1,Sage,0.9,12.7,14.1,4.5,45.7,14.0,185,8.0,2346
Ascent,12,Gold 1,Reyna,1.15,18.0,15.7,4.2,55.8,13.1,251,16.6,2193
Ascent,12,Gold 1,Omen,1.03,15.9,15.5,6.3,45.5,10.1,216,11.2,1683
Ascent,12,Gold 1,Sova,0.9,13.8,15.3,6.1,33.3,7.3,201,12.4,1224
Ascent,12,Gold 1,Killjoy,0.94,14.1,15.0,4.7,39.1,7.0,202,8.0,1173
Ascent,12,Gold 1,Raze,1.01,15.5,15.4,5.2,52.2,7.0,241,18.5,1173
Ascent,12,Gold 1,Cypher,1.04,16.3,15.6,4.6,41.2,5.2,212,7.6,867
Ascent,12,Gold 1,Brimstone,0.96,15.1,15.6,6.1,43.8,4.9,207,10.8,816
Ascent,12,Gold 1,Phoenix,1.05,16.3,15.5,4.2,35.7,4.3,245,17.1,714
Ascent,12,Gold 1,Skye,0.97,14.8,15.2,4.0,44.4,2.7,196,15.8,459
Ascent,12,Gold 1,Viper,0.93,14.4,15.6,4.7,57.1,2.1,189,13.9,357
Ascent,12,Gold 1,Astra,1.06,16.5,15.5,5.7,50.0,1.8,211,11.1,306
Ascent,12,Gold 1,Yoru,0.99,15.8,16.0,4.0,50.0,1.8,215,12.6,306
Ascent,12,Gold 1,Breach,0.61,11.0,18.0,7.0,0.0,0.3,142,9.1,51
Ascent,13,Gold 2,Jett,1.15,17.1,14.9,3.4,47.9,14.5,250,18.4,2448
Ascent,13,Gold 2,Reyna,1.03,17.2,16.7,4.5,34.8,13.9,243,17.6,2346
Ascent,13,Gold 2,Sage,1.0,15.0,14.9,4.5,53.5,13.0,200,13.1,2193
Ascent,13,Gold 2,Omen,1.03,15.3,14.9,6.1,59.4,9.7,213,9.8,1632
Ascent,13,Gold 2,Killjoy,0.94,14.2,15.2,4.6,43.8,9.7,203,8.6,1632
Ascent,13,Gold 2,Sova,1.0,14.5,14.5,6.8,60.0,9.1,211,8.0,1530
Ascent,13,Gold 2,Raze,1.1,18.0,16.4,5.7,60.9,7.0,258,18.1,1173
Ascent,13,Gold 2,Phoenix,0.83,15.4,18.4,4.8,43.8,4.8,209,20.7,816
Ascent,13,Gold 2,Cypher,0.88,11.4,12.9,3.3,33.3,4.5,172,7.6,765
Ascent,13,Gold 2,Brimstone,0.99,13.8,13.9,6.8,46.2,3.9,206,9.5,663
Ascent,13,Gold 2,Viper,1.07,14.8,13.8,5.9,70.0,3.0,194,9.5,510
Ascent,13,Gold 2,Astra,1.01,15.8,15.7,6.0,66.7,1.8,210,7.4,306
Ascent,13,Gold 2,Skye,1.03,14.8,14.3,5.5,66.7,1.8,195,10.1,306
Ascent,13,Gold 2,Yoru,0.86,11.8,13.8,2.6,20.0,1.5,212,11.9,255
Ascent,13,Gold 2,Breach,1.17,16.8,14.4,5.6,60.0,1.5,215,13.1,255
Ascent,14,Gold 3,Reyna,1.13,16.7,14.8,3.8,42.4,19.5,251,17.4,3009
Ascent,14,Gold 3,Jett,1.09,17.6,16.1,3.8,45.2,13.9,239,18.0,2142
Ascent,14,Gold 3,Omen,1.06,16.6,15.6,6.2,48.3,9.6,225,10.6,1479
Ascent,14,Gold 3,Sova,0.93,12.2,13.1,5.3,42.9,9.3,188,9.4,1428
