job_title,industry,experience,city,state,salary
CEO,Financial,31 - 40 years,Minneapolis,MN,350000.0
Analyst,Government,5 - 7 years,Washington,DC,82000.0
Digital Producer,Financial Services,2 - 4 years,Boston,MA,71000.0
Delivery Project Manager,Development / Construction,21 - 30 years,San Francisco,CA,135000.0
Senior Manager,Food,8 - 10 years,Chicago,IL,135000.0
Vice President,Finance,11 - 20 years,New York,NY,135000.0
Senior Associate,Real Estate,5 - 7 years,New York,NY,220000.0
Auditor,Professional Services,1 year or less,New York,NY,61000.0
Senior Mechanical Engineer,Biotech,11 - 20 years,Boston,MA,117000.0
Associate,Local Government,2 - 4 years,New York,NY,66000.0
Systems/Programmer III,Higher Education,11 - 20 years,Pittsburgh,PA,49500.0
Director,Archives,5 - 7 years,New York,NY,85000.0
Network Analyst,Local Government,11 - 20 years,Dallas,TX,55000.0
Civil Engineer,Government,8 - 10 years,Seattle,WA,81500.0
Reporter,Journalism,2 - 4 years,Phoenix,AZ,38000.0
Civil Engineer,Government,8 - 10 years,Seattle,WA,81500.0
Director of Operations,Labor Union,5 - 7 years,New York,NY,135000.0
Conference Programmer,Events,8 - 10 years,Austin,TX,67600.0
Senior Associate,Public Affairs,5 - 7 years,Washington,DC,68000.0
Civil Engineer,Government,8 - 10 years,Seattle,WA,81500.0
Software Engineer,Higher Education,2 - 4 years,Minneapolis,MN,87500.0
Civil Engineer,Government,8 - 10 years,Seattle,WA,81500.0
Medical Director,Healthcare,11 - 20 years,New York,NY,292000.0
Office Manager/Bookkeeper,Engineering,11 - 20 years,San Diego,CA,62000.0
Civil Engineer,Government,8 - 10 years,Seattle,WA,81500.0
Program Director,Nonprofit/Philanthropy,8 - 10 years,New York,NY,75000.0
Civil Engineer,Government,8 - 10 years,Seattle,WA,81500.0
Office Manager/Bookkeeper,Engineering,11 - 20 years,San Diego,CA,62000.0
Civil Engineer,Government,8 - 10 years,Seattle,WA,81500.0
Writer,Consulting,11 - 20 years,Boston,MA,73000.0
Associate Vice President,Architecture,2 - 4 years,Washington,DC,130000.0
Case Manager,Non-Profit/Social Services,8 - 10 years,Philadelphia,PA,37500.0
Civil Engineer,Government,8 - 10 years,Seattle,WA,81500.0
Union Representative,Labor Union,2 - 4 years,Los Angeles,CA,67000.0
Senior Program Associate,Nonprofit,8 - 10 years,New York,NY,48500.0
Consultant,Politics,5 - 7 years,Washington,DC,120000.0
Culinary director,Restaurant,8 - 10 years,New York,NY,125000.0
Associate Attorney,Labor Law (Union-side),8 - 10 years,Boston,MA,85000.0
Engineer,Technology,1 year or less,New York,NY,112000.0
Show Director,Association Management,11 - 20 years,Chicago,IL,70000.0
Managing Editor,Philanthropy,21 - 30 years,New York,NY,168000.0
Copy Chief,Media,11 - 20 years,New York,NY,110000.0
Executive Assistant,Construction,31 - 40 years,Boston,MA,97500.0
"Manager, Corrosion Engineering",Oil & Gas,21 - 30 years,Houston,TX,185000.0
Plumbing Designer,MEP Engineering,2 - 4 years,Philadelphia,PA,75000.0
Associate,Consulting,1 year or less,Washington,DC,50000.0
Senior Communications Manager,Consulting,11 - 20 years,New York,NY,190000.0
Database Analyst,Banking,11 - 20 years,St. Louis,MO,125000.0
Quality Manager,Healthcare,31 - 40 years,Portland,ME,107000.0
Senior Designer,Tech,11 - 20 years,Washington,DC,135000.0
Archaeologist,Government,11 - 20 years,San Francisco,CA,102000.0
Controller,Manufacturing,11 - 20 years,Los Angeles,CA,108000.0
Product Counsel,Legal,5 - 7 years,San Francisco,CA,172000.0
Principal,Architecture,41 years or more,Los Angeles,CA,180000.0
Associate Counsel,Law,5 - 7 years,Washington,DC,134000.0
"Director, FP&A",Manufacturing,11 - 20 years,Phoenix,AZ,180000.0
"Interior Designer, Principle",Interior Design,11 - 20 years,New York,NY,100000.0
Software Engineer,Tech,5 - 7 years,San Francisco,CA,187000.0
"Director, Subsidiary Rights",Book publishing,8 - 10 years,New York,NY,70000.0
Sales Manager,Hotel,11 - 20 years,Los Angeles,CA,75000.0
Operations Process Analyst,Publishing,21 - 30 years,New York,NY,93000.0
Product Manager,Ad Tech,11 - 20 years,San Francisco,CA,145000.0
Senior Credit Analyst,Banking,21 - 30 years,San Francisco,CA,170000.0
Assistant to the Chair,Higher Ed,1 year or less,Pittsburgh,PA,31000.0
Controller,Property Management,41 years or more,Seattle,WA,186000.0
Executive Assistant,Software Analytics,8 - 10 years,New York,NY,70000.0
Senior Financial Analyst,Aerospace,5 - 7 years,Seattle,WA,105000.0
"Manager, Membership and Development",Nonprofit,5 - 7 years,New York,NY,70000.0
Process Engineer,Manufacturing,5 - 7 years,Portland,OR,210000.0
Executive Director,Nonprofit/Philanthropy,31 - 40 years,Portland,OR,125000.0
Data Analyst,Nonprofit,1 year or less,Los Angeles,CA,48000.0
Senior Scientist,Technology,21 - 30 years,Baltimore,MD,200000.0
Junior Data Specialist,Non Governmental Organization,1 year or less,Washington,DC,47500.0
Engineer,Software,8 - 10 years,Atlanta,GA,100000.0
Content Development Manager,Nonprofit,31 - 40 years,Washington,DC,101500.0
Partner,Legal,11 - 20 years,Chicago,IL,175000.0
Resident physician,Medicine,1 year or less,Pittsburgh,PA,56000.0
Partner,Law,11 - 20 years,Washington,DC,365000.0
Television Director,Entertainment,21 - 30 years,Los Angeles,CA,350000.0
Executive Vice President,Consulting,11 - 20 years,Chicago,IL,200000.0
HR Business Partner,Finance,11 - 20 years,Los Angeles,CA,125000.0
Art Director,Design,21 - 30 years,Chicago,IL,70000.0
Engineer,Oil and Gas,5 - 7 years,Houston,TX,163000.0
VP of Finance,Management Consulting,21 - 30 years,Atlanta,GA,120000.0
Director,Consulting,8 - 10 years,Denver,CO,260000.0
UX/UI Designer,Tech,11 - 20 years,Austin,TX,67500.0
Business Analyst,Tech,1 year or less,Austin,TX,52005.0
Director or Prospect Research,Higher Education,11 - 20 years,New York,NY,78030.0
Director of Operations,Nonprofit,31 - 40 years,New York,NY,153000.0
COO,Internet Technology,21 - 30 years,New York,NY,300000.0
CFO,Nonprofit,8 - 10 years,New York,NY,150000.0
Professional Research Assistant,Public Health,1 year or less,Denver,CO,48000.0
Commercial Account Manager,Insurance,21 - 30 years,Seattle,WA,85000.0
Individual contributor,Computer Software,31 - 40 years,Boston,MA,120000.0
Designer,Architecture,1 year or less,New York,NY,55000.0
CFO,Real Estate,21 - 30 years,Chicago,IL,165000.0
Enterprise Account Executive,Software Sales SAAS,11 - 20 years,New York,NY,130000.0
Foreign Service Officer,Government,21 - 30 years,Washington,DC,155000.0
CFO,Real Estate,21 - 30 years,Chicago,IL,165000.0
Senior Product Manager,IT,21 - 30 years,Austin,TX,210000.0
Team Lead Donor Support,Nonprofit,2 - 4 years,Chicago,IL,50000.0
Events Manager,Education,11 - 20 years,Los Angeles,CA,50000.0
Senior Credit Analyst,Banking,11 - 20 years,Minneapolis,MN,84000.0
Associate Professor,Academia,11 - 20 years,Chicago,IL,158000.0
Vice President,Financial Services,2 - 4 years,Boston,MA,125000.0
Program Examiner,Government,5 - 7 years,Washington,DC,83500.0
International Affairs,Government,8 - 10 years,Washington,DC,124000.0
Software Architect,Financial Services,31 - 40 years,Denver,CO,147000.0
Director of Program Operations,Higher Education,8 - 10 years,Seattle,WA,105000.0
Marketing Manager,Museums,21 - 30 years,New York,NY,85000.0
Showroom sales,Design Wholesale,21 - 30 years,Denver,CO,39000.0
Operations,Travel,31 - 40 years,Los Angeles,CA,110000.0
Sales Engineer Director,Telecommunications,21 - 30 years,Denver,CO,250000.0
Administrative/HR Coordinator,Nonprofit,5 - 7 years,New York,NY,56000.0
Senior Research Fellow,Education,31 - 40 years,New York,NY,173000.0
Avant-Garde Communications,Fashion (Menswear),5 - 7 years,New York,NY,63000.0
Senior Associate,Accounting firm,2 - 4 years,Washington,DC,88000.0
Engineering Manager,Tech,11 - 20 years,New York,NY,180000.0
Senior Business Analyst/Scrum Master,IT Contracting,5 - 7 years,Denver,CO,98000.0
Artist,Visual Arts,11 - 20 years,Los Angeles,CA,130000.0
Director,Professional Services,11 - 20 years,Houston,TX,234000.0
Audit Manager,Retail,11 - 20 years,Dallas,TX,118000.0
Data Scientist,Tech,5 - 7 years,San Francisco,CA,148000.0
Trader,Investment Management,8 - 10 years,New York,NY,470000.0
Systems Engineer,Oil and Gas,5 - 7 years,Dallas,TX,125000.0
MTS,Semiconductor,2 - 4 years,Austin,TX,140000.0
assistant to managing director,Real Estate,11 - 20 years,New York,NY,90000.0
Import Brand Manager,Wine and Spirits,8 - 10 years,New York,NY,97000.0
Senior Editor,Magazine editorial,31 - 40 years,New York,NY,80000.0
Field Reimbursement and Payer Relations Manager,Medical Devices,21 - 30 years,Denver,CO,134000.0
Administrative Assistant,Engineering,21 - 30 years,Atlanta,GA,60000.0
Director,Finance,11 - 20 years,New York,NY,250000.0
Head of Revenue Operations,Software,8 - 10 years,New York,NY,130000.0
Senior Financial Analyst,Software,2 - 4 years,New York,NY,152000.0
Managing Editor,Media,11 - 20 years,Los Angeles,CA,120000.0
Procurement Forester,Forestry,5 - 7 years,Portland,OR,63500.0
Professor,Academia,21 - 30 years,Washington,DC,260000.0
Data Scientist,Technology,5 - 7 years,Seattle,WA,170000.0
"Director, Strategy & Logistics",Education,11 - 20 years,Washington,DC,113000.0
Software Engineer,Hospitality,2 - 4 years,Seattle,WA,170000.0
Design Director,Retail,11 - 20 years,Boston,MA,165000.0
Senior Financial Analyst,Finance,21 - 30 years,Washington,DC,243000.0
Teacher,Education,21 - 30 years,Dallas,TX,60000.0
Director,Public Education,5 - 7 years,San Francisco,CA,80000.0
Marketing Manager,Luxury Goods,8 - 10 years,New York,NY,80000.0
"Diversity, Recruitment, Retention Coorindator",Higher Education,2 - 4 years,Portland,OR,58000.0
Patent Agent,Law,8 - 10 years,Portland,OR,146000.0
Frontend Lead,EdTech,5 - 7 years,Chicago,IL,130000.0
"Senior Manager, Corporate Development",Finance,11 - 20 years,Chicago,IL,170000.0
Regulatory Compliance Manager,Healthcare,8 - 10 years,Chicago,IL,90000.0
Assistant Project Manager,Construction,11 - 20 years,Phoenix,AZ,85000.0
Program Manager,Education,11 - 20 years,Los Angeles,CA,75000.0
Managing Editor,Communications,8 - 10 years,Washington,DC,93000.0
Business Analyst,Healthcare,2 - 4 years,Phoenix,AZ,60000.0
UX/UI Designer,news media,11 - 20 years,Boston,MA,74000.0
Director,Pharmaceutical,21 - 30 years,Denver,CO,210000.0
Pathology resident,Healthcare,2 - 4 years,Chicago,IL,71000.0
Physician,Medical,21 - 30 years,Houston,TX,235000.0
Associate Director of Admissions,Education,11 - 20 years,Boston,MA,85000.0
Senior Civil Engineer,Engineering,11 - 20 years,Philadelphia,PA,103000.0
Senior Staff Attorney,Law,5 - 7 years,New York,NY,93000.0
Bioinformatician,Research,8 - 10 years,Seattle,WA,94000.0
Procurement Supervisor,Government,5 - 7 years,Dallas,TX,72500.0
senior manager of community partnerships,Non-Profit Sector,11 - 20 years,Boston,MA,58700.0
Senior Designer,Nonprofit,1 year or less,San Francisco,CA,87000.0
Senior Marketing Associate,Consumer Services,2 - 4 years,Denver,CO,65000.0
Associate Professor,Academia,11 - 20 years,Chicago,IL,92000.0
Program Associate,Higher Education,21 - 30 years,Boston,MA,65000.0
Software Engineer,Software,1 year or less,Seattle,WA,110000.0
Data Scientist,Tech,2 - 4 years,New York,NY,125000.0
Store Director,Retail,5 - 7 years,New York,NY,90000.0
Senior User Experience Designer,Technology,11 - 20 years,Chicago,IL,87000.0
Public Health Analyst,Public Health,21 - 30 years,Atlanta,GA,108000.0
Managing Senior Counsel,Banking,21 - 30 years,Pittsburgh,PA,222000.0
Experienced Accountant,Forestry,2 - 4 years,Seattle,WA,63000.0
Director,International NGO,11 - 20 years,Washington,DC,104000.0
Personal assistant / family manager,Domestic staffing,8 - 10 years,New York,NY,142000.0
Operations Manager,Automotive,21 - 30 years,Portland,OR,110000.0
Director,Public Relations,11 - 20 years,Philadelphia,PA,165000.0
Senior Writer,Entertainment,21 - 30 years,Los Angeles,CA,105000.0
Portfolio Manager,Financial Technology,21 - 30 years,New York,NY,240000.0
Multimedia Producer,Communications,5 - 7 years,Los Angeles,CA,98000.0
Senior Marketing Associate,Consumer Services,2 - 4 years,Denver,CO,65000.0
Director,Advertising,11 - 20 years,Los Angeles,CA,140000.0
Director,Advertising,11 - 20 years,Los Angeles,CA,140000.0
Park Manager,Nonprofit,21 - 30 years,New York,NY,58000.0
Software Engineer,Software,11 - 20 years,New York,NY,130000.0
Research Director,Politics,2 - 4 years,Portland,ME,45000.0
Registrar,Museums,2 - 4 years,New York,NY,67000.0
Senior Chemist,Oil & Gas,11 - 20 years,Houston,TX,90000.0
Director of Databases,Education,8 - 10 years,Washington,DC,85000.0
Self-employed (business owner),High-tech manufacturing,31 - 40 years,Phoenix,AZ,207000.0
Support Manager,Software,11 - 20 years,Chicago,IL,133680.0
Senior Manager,Scientific association,11 - 20 years,Washington,DC,109000.0
Research Director,Market Research,21 - 30 years,Atlanta,GA,114000.0
Deputy Director of Admissions,Higher Education,8 - 10 years,Chicago,IL,84000.0
Director of Clinical Operations,Health Research/Education,11 - 20 years,Seattle,WA,97000.0
Architect,Architecture,5 - 7 years,Atlanta,GA,73000.0
Architect,Architecture,5 - 7 years,Atlanta,GA,73000.0
Genetic counselor,Healthcare,2 - 4 years,New York,NY,91000.0
Director of Clincial Operations,Health Research,11 - 20 years,Seattle,WA,97000.0
Software Engineer,Technology,8 - 10 years,San Francisco,CA,143000.0
Attorney,Law,5 - 7 years,New York,NY,203000.0
Producer,Network News,21 - 30 years,New York,NY,95000.0
Director,Architecture,8 - 10 years,New York,NY,140000.0
Senior Advisor Marketing,Technology,8 - 10 years,Austin,TX,126500.0
Director of Finance,Advertising/PR,11 - 20 years,Boston,MA,110000.0
Director of Products,Tech,21 - 30 years,Boston,MA,240000.0
Associate Director of Knitwear,Fashion,8 - 10 years,New York,NY,120000.0
CEO,Education,41 years or more,New York,NY,169000.0
Software Engineer,Real Estate Developer,5 - 7 years,New York,NY,140000.0
Legal Assistant,Legal,11 - 20 years,Portland,OR,75700.0
Learning specialist/head teacher,Education,8 - 10 years,New York,NY,83000.0
Program Coordinator,Nonprofit,2 - 4 years,Chicago,IL,45000.0
Assistant Program Director,Nonprofit,11 - 20 years,Los Angeles,CA,80000.0
Program Manager,Education Non-profit,5 - 7 years,Los Angeles,CA,58000.0
Senior Software Engineer,Software,5 - 7 years,Boston,MA,128750.0
Project Designer,Architecture,8 - 10 years,Chicago,IL,75000.0
Consultant,Professional Services,5 - 7 years,Minneapolis,MN,117000.0
Graphic Designer,Marketing,2 - 4 years,San Francisco,CA,63000.0
"Senior Manager, Data and Information Management",Healthcare,11 - 20 years,Boston,MA,150000.0
Administrative Assistant,Finance,5 - 7 years,San Francisco,CA,73000.0
Client Success Director,Technology,11 - 20 years,New York,NY,165000.0
Teacher,Education,5 - 7 years,Denver,CO,40000.0
Researcher,Research,5 - 7 years,San Francisco,CA,89000.0
Technical Director,Software,21 - 30 years,New York,NY,126000.0
Lead Operations Officer,Federal Government,11 - 20 years,St. Louis,MO,103329.0
Copy Editor,Legal,21 - 30 years,Los Angeles,CA,75000.0
Copy Editor,Legal,21 - 30 years,Los Angeles,CA,75000.0
Principal Product Manager,Technology,21 - 30 years,Seattle,WA,400000.0
Financial Coach,Nonprofit,5 - 7 years,Houston,TX,39900.0
Teacher,Education,11 - 20 years,San Francisco,CA,93000.0
Assoc Director,Pharmaceutical,11 - 20 years,San Francisco,CA,193000.0
COO,Energy,21 - 30 years,Houston,TX,250000.0
Portfolio Manager,Mortgage,2 - 4 years,Pittsburgh,PA,67200.0
Portfolio Manager,Mortgage,2 - 4 years,Pittsburgh,PA,67200.0
Portfolio Manager,Mortgage,2 - 4 years,Pittsburgh,PA,67200.0
Financial Analyst,Banking,5 - 7 years,Los Angeles,CA,85000.0
Account Director,Public Relations,8 - 10 years,Los Angeles,CA,100000.0
Account Director,Public Relations,8 - 10 years,Los Angeles,CA,100000.0
Senior Product Manager,Software,21 - 30 years,San Francisco,CA,176000.0
Lead Strategist and Researcher,Design,8 - 10 years,Los Angeles,CA,135000.0
Senior Product Manager,Software,21 - 30 years,San Francisco,CA,176000.0
Transportation Planning Associate,Transportation Planning,1 year or less,Los Angeles,CA,87000.0
Clinical Pharmacy Specialist,Healthcare,5 - 7 years,Boston,MA,130000.0
Elementary Teacher,Education,5 - 7 years,Austin,TX,46000.0
Senior Manager,Consumer Goods,11 - 20 years,Los Angeles,CA,153000.0
Analyst,Hospitality,1 year or less,Portland,OR,50000.0
Supervisor,Finance,8 - 10 years,Los Angeles,CA,92500.0
Senior Content Manager,Tech,5 - 7 years,San Francisco,CA,110000.0
Producer,Media,11 - 20 years,New York,NY,180000.0
Software Engineer,Information Technology,8 - 10 years,New York,NY,135000.0
Software Engineer,Fintech,1 year or less,Chicago,IL,135000.0
Software Engineer,Fintech,1 year or less,Chicago,IL,135000.0
Machine learning engineer,Tech,2 - 4 years,New York,NY,180000.0
Assistant Principal,Education,11 - 20 years,Philadelphia,PA,65000.0
Assistant Principal,Education,11 - 20 years,Philadelphia,PA,65000.0
HR Consulting Analyst,Consulting Professional Services,1 year or less,San Francisco,CA,75000.0
Senior Attorney,Law,8 - 10 years,Houston,TX,115000.0
Data Analyst,Retail,8 - 10 years,Portland,OR,98000.0
Data Analyst,Retail,8 - 10 years,Portland,OR,98000.0
Special Assistant,International aid,11 - 20 years,New York,NY,146833.0
Senior Analyst,Public Health,5 - 7 years,San Francisco,CA,85000.0
Senior Vice President,Insurance,41 years or more,Phoenix,AZ,400000.0
Director,Information Technology,11 - 20 years,Washington,DC,175000.0
Senior Finance Manager,Consumer Goods,11 - 20 years,Houston,TX,168000.0
Physician,Healthcare,11 - 20 years,Pittsburgh,PA,300000.0
Technical Account Manager,Software,11 - 20 years,Baltimore,MD,94000.0
Farmer,Agriculture,21 - 30 years,New York,NY,15000.0
Associate Attorney,Legal,8 - 10 years,New York,NY,450000.0
Senior Product Designer,Technology,11 - 20 years,Chicago,IL,145000.0
Teller,Banking,11 - 20 years,Washington,DC,34320.0
National Sales Manager,Sales,11 - 20 years,Chicago,IL,75000.0
Portfolio Manager,Financial Services,11 - 20 years,New York,NY,365000.0
